rank,name,age_x,country_x,industry,sex,citizenship,marital _status,source_1_x,source_2_x,source_3_x,final_worth,age_y,industry_billionaires,source_1_y,source_2_y,source_3_y
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,59.0,Manufacturing,Steel,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,89.0,Energy,Getty Oil,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,64.0,Energy,Space, energy,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,78.0,Healthcare,Clinical trials,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,65.0,Diversified,Diversified,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,62.0,Diversified,Diversified,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,67.0,Real Estate,Real estate,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,66.0,Fashion & Retail,Consumer goods,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,56.0,Real Estate,Real estate, investments,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,72.0,Fashion & Retail,Supermarkets,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,80.0,Diversified,Diversified,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,49.0,Manufacturing,Machinery,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,40.0,Technology,Payment processing,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,57.0,Technology,Software,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,48.0,Fashion & Retail,Retail,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,47.0,Food & Beverage,Retail,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,71.0,Real Estate,Real estate,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,65.0,Manufacturing,Smartphone screens,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,62.0,Finance & Investments,Hedge funds,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,82.0,Finance & Investments,Accounting services,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,67.0,Sports,Sports teams,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,82.0,Real Estate,Real estate,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,60.0,Manufacturing,Power supply equipment,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,49.0,Fashion & Retail,Retail,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,54.0,Food & Beverage,Snack bars,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,65.0,Technology,Internet search,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,67.0,Diversified,Diversified,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,72.0,Fashion & Retail,Footwear,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,41.0,Diversified,Investments,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,70.0,Healthcare,Biopharmaceuticals,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,65.0,Automotive,Auto parts,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,43.0,Technology,E-commerce,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,80.0,Manufacturing,Building materials,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,60.0,Finance & Investments,Metals, banking, fertilizers
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,66.0,Manufacturing,Appliances,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,76.0,Construction & Engineering,Construction,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,62.0,Metals & Mining,Steel pipes, diversified,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,40.0,Technology,E-commerce,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,41.0,Technology,Education technology,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,65.0,Construction & Engineering,Infrastructure,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,41.0,Fashion & Retail,Fast fashion,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,49.0,Healthcare,Medical cosmetics,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,73.0,Finance & Investments,Investments,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,53.0,Food & Beverage,Restaurants,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,75.0,Healthcare,Biotech,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,70.0,Automotive,Two-wheelers,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,68.0,Fashion & Retail,Dick's Sporting Goods,,
1434,Prayudh Mahagitsiri,77.0,Thailand,Food & Beverage,Male,Thailand,Married,Coffee, shipping,,2100,73.0,Food & Beverage,Edible oil,,
